"44", "Agente Exclusivo ZON Cantanhede", "", "271", "239041596", "Cantanhede", "Coimbra", "NULL", "http://www.zon.pt", "https://foursquare.com/v/agente-exclusivo-zon-cantanhede/4ecf79b3c2eee2de8e86526f", "https://twitter.com/ZON_apoio", "https://www.facebook.com/pages/Agente-Exclusivo-ZON-Cantanhede/171237586381903", "171237586381903", "NULL", "NULL", "0", "0", "NULL", "NULL", "NULL", "NULL", "NULL", "NULL", "NULL", "3060-176", "R. Henrique Barreto Loja 3", "NULL", "40.34685893", "-8.594892025", "0"
"45", "Agente Exclusivo ZON Cascais Jumbo", "", "271", "218246590", "Cascais", "Lisboa", "NULL", "http://www.zon.pt", "https://foursquare.com/v/agente-exclusivo-zon-cascais-jumbo/4ece916cc2eee2de8e6759c5", "https://twitter.com/ZON_apoio", "https://www.facebook.com/pages/Agente-Exclusivo-ZON-Cascais-Jumbo/302821706434092", "302821706434092", "NULL", "NULL", "0", "0", "NULL", "NULL", "NULL", "NULL", "NULL", "NULL", "NULL", "2754-522", "Estrada Nacional 6", "NULL", "38.70180737", "-9.416413754", "0"
"46", "Agente Exclusivo ZON Entroncamento", "", "271", "249400879", "Entroncamento", "Santarém", "NULL", "http://www.zon.pt", "https://foursquare.com/v/agente-exclusivo-zon-entroncamento/4ecf769fc2eee2de8e85df36", "https://twitter.com/ZON_apoio", "https://www.facebook.com/pages/Agente-Exclusivo-ZON-Entroncamento/300029946706705", "300029946706705", "NULL", "NULL", "0", "0", "NULL", "NULL", "NULL", "NULL", "NULL", "NULL", "NULL", "2330-178", "R. Manuel Rodrigues Gameiro 7", "NULL", "39.46136408", "-8.471246213", "0"
"47", "Agente Exclusivo ZON Espinho", "", "271", "224032601", "Espinho", "Porto", "NULL", "http://www.zon.pt", "https://foursquare.com/v/agente-exclusivo-zon-espinho/4ecf793ec2eee2de8e864298", "https://twitter.com/ZON_apoio", "https://www.facebook.com/pages/Agente-Exclusivo-ZON-Espinho/328280520536803", "328280520536803", "NULL", "NULL", "0", "0", "NULL", "NULL", "NULL", "NULL", "NULL", "NULL", "NULL", "4500-251", "R. 19 1253", "NULL", "41.00866773", "-8.631363362", "0"
"48", "Agente Exclusivo ZON Esposende", "", "271", "253965288", "Esposende", "Braga", "NULL", "http://www.zon.pt", "https://foursquare.com/v/agente-exclusivo-zon-esposende/4ece824bc2eee2de8e65404d", "https://twitter.com/ZON_apoio", "https://www.facebook.com/pages/Agente-Exclusivo-ZON-Esposende/131694200228414", "131694200228414", "NULL", "NULL", "0", "0", "NULL", "NULL", "NULL", "NULL", "NULL", "NULL", "NULL", "4740-299", "R. Bombeiro Abílio Nunes Novo 6 R/C Esq", "NULL", "41.5282886", "-8.776650578", "0"
"49", "Agente Exclusivo ZON Fafe", "", "271", "253092205", "Fafe", "Braga", "NULL", "http://www.zon.pt", "https://foursquare.com/v/agente-exclusivo-zon-fafe/4ecf6e17c2eee2de8e84a486", "https://twitter.com/ZON_apoio", "https://www.facebook.com/pages/Agente-Exclusivo-ZON-Fafe/200645533361044", "200645533361044", "NULL", "NULL", "0", "0", "NULL", "NULL", "NULL", "NULL", "NULL", "NULL", "NULL", "4820-261", "R. General Humberto Delgado 87", "NULL", "41.45281494", "-8.167852163", "0"
"50", "Agente Exclusivo ZON Felgueiras", "", "271", "309700796", "Felgueiras", "Porto", "NULL", "http://www.zon.pt", "https://foursquare.com/v/agente-exclusivo-zon-felgueiras/4ece851cc2eee2de8e65a6cf", "https://twitter.com/ZON_apoio", "https://www.facebook.com/pages/Agente-Exclusivo-ZON-Felgueiras/276556569074147", "276556569074147", "NULL", "NULL", "0", "0", "NULL", "NULL", "NULL", "NULL", "NULL", "NULL", "NULL", "4610-105", "Av. Dr. Leonardo Coimbra", "NULL", "41.36241637", "-8.201951087", "0"
"51", "Agente Exclusivo ZON Forum Barreiro", "", "271", "309923522", "Barreiro", "Lisboa", "NULL", "http://www.zon.pt", "https://foursquare.com/v/agente-exclusivo-zon-forum-barreiro/4ece907cc2eee2de8e6737a7", "https://twitter.com/ZON_apoio", "https://www.facebook.com/pages/Agente-Exclusivo-ZON-Forum-Barreiro/184842238284099", "184842238284099", "NULL", "NULL", "0", "0", "NULL", "NULL", "NULL", "NULL", "NULL", "NULL", "NULL", "2830-364", "R. Stara Zagora Campo das Cordoarias", "NULL", "38.66208159", "-9.073993564", "0"
"52", "Agente Exclusivo ZON Freamunde", "", "271", "302061516", "Freamunde", "Porto", "NULL", "http://www.zon.pt", "https://foursquare.com/v/agente-exclusivo-zon-freamunde/4ecf83e3c2eee2de8e87b5d7", "https://twitter.com/ZON_apoio", "https://www.facebook.com/pages/Agente-Exclusivo-ZON-Freamunde/342471769099253", "342471769099253", "NULL", "NULL", "0", "0", "NULL", "NULL", "NULL", "NULL", "NULL", "NULL", "NULL", "4590-344", "R. do Comércio,11", "NULL", "41.28780374", "-8.341039717", "0"
"53", "Agente Exclusivo ZON Gondomar", "", "271", "224029658", "Gondomar", "Porto", "NULL", "http://www.zon.pt", "https://foursquare.com/v/agente-exclusivo-zon-gondomar/4ecf6e73c2eee2de8e84b1f1", "https://twitter.com/ZON_apoio", "https://www.facebook.com/pages/Agente-Exclusivo-ZON-Gondomar/303264949714899", "303264949714899", "NULL", "NULL", "0", "0", "NULL", "NULL", "NULL", "NULL", "NULL", "NULL", "NULL", "4420-086", "R. 5 de Outubro 190", "NULL", "41.14366906", "-8.535530716", "0"
"54", "Agente Exclusivo ZON Guimarães", "", "271", "253042882", "Guimarães", "Braga", "NULL", "http://www.zon.pt", "https://foursquare.com/v/agente-exclusivo-zon-guimaraes/4ece857bc2eee2de8e65b339", "https://twitter.com/ZON_apoio", "https://www.facebook.com/pages/Agente-Exclusivo-ZON-Guimaraes/300700683314032", "300700683314032", "NULL", "NULL", "0", "0", "NULL", "NULL", "NULL", "NULL", "NULL", "NULL", "NULL", "4810-242", "R. João XXI 314", "NULL", "41.44419412", "-8.299684078", "0"
"55", "Agente Exclusivo ZON Lagos", "", "271", "282041736", "Lagos", "Faro", "NULL", "http://www.zon.pt", "https://foursquare.com/v/agente-exclusivo-zon-lagos/4ece9810c2eee2de8e6841d5", "https://twitter.com/ZON_apoio", "https://www.facebook.com/pages/Agente-Exclusivo-ZON-Lagos/238216486273446", "238216486273446", "NULL", "NULL", "0", "0", "NULL", "NULL", "NULL", "NULL", "NULL", "NULL", "NULL", "8600-644", "Av. do Cabo Bojador Loja G", "NULL", "37.10522382", "-8.680808544", "0"
"56", "Agente Exclusivo ZON Lamego", "", "271", "254688037", "Lamego", "Vila Real", "NULL", "http://www.zon.pt", "https://foursquare.com/v/agente-exclusivo-zon-lamego/4ecf79fcc2eee2de8e865bc1", "https://twitter.com/ZON_apoio", "https://www.facebook.com/pages/Agente-Exclusivo-ZON-Lamego/270603156329339", "270603156329339", "NULL", "NULL", "0", "0", "NULL", "NULL", "NULL", "NULL", "NULL", "NULL", "NULL", "5100-065", "Av. 5 de Outubro 37 R/C", "NULL", "41.09693687", "-7.809942216", "0"
"57", "Agente Exclusivo ZON Linda-a-Velha", "", "271", "214040337", "Linda a Velha", "Lisboa", "NULL", "http://www.zon.pt", "https://foursquare.com/v/agente-exclusivo-zon-linda-a-velha/4ece91abc2eee2de8e676227", "https://twitter.com/ZON_apoio", "https://www.facebook.com/pages/Agente-Exclusivo-ZON-Linda-a-Velha/250315645044283", "250315645044283", "NULL", "NULL", "0", "0", "NULL", "NULL", "NULL", "NULL", "NULL", "NULL", "NULL", "2795-178", "Av. 25 Abril de 1974", "NULL", "38.71525089", "-9.241197109", "0"
"58", "Agente Exclusivo ZON Loulé", "", "271", "289047611", "Loulé", "Faro", "NULL", "http://www.zon.pt", "https://foursquare.com/v/agente-exclusivo-zon-loule/4ece987fc2eee2de8e6850d1", "https://twitter.com/ZON_apoio", "https://www.facebook.com/pages/Agente-Exclusivo-ZON-Loule/310625352328676", "310625352328676", "NULL", "NULL", "0", "0", "NULL", "NULL", "NULL", "NULL", "NULL", "NULL", "NULL", "8100-617", "R. Rainha D. Leonor 1 R/C", "NULL", "37.13752648", "-8.020058423", "0"
"59", "Agente Exclusivo ZON Loures Continente", "", "271", "218016126", "Loures", "Lisboa", "NULL", "http://www.zon.pt", "https://foursquare.com/v/agente-exclusivo-zon-loures-continente/4ece9293c2eee2de8e6780cf", "https://twitter.com/ZON_apoio", "https://www.facebook.com/pages/Agente-Exclusivo-ZON-Loures-Continente/167048406741413", "167048406741413", "NULL", "NULL", "0", "0", "NULL", "NULL", "NULL", "NULL", "NULL", "NULL", "NULL", "2670-033", "Estrada Nacional 250", "NULL", "38.81898827", "-9.175778031", "0"
"60", "Agente Exclusivo ZON Lourosa", "", "271", "256040790", "Lourosa", "Aveiro", "NULL", "http://www.zon.pt", "https://foursquare.com/v/agente-exclusivo-zon-lourosa/4ece3aa7c2eee2de8e5a740d", "https://twitter.com/ZON_apoio", "https://www.facebook.com/pages/Agente-Exclusivo-ZON-Lourosa/226487874095113", "226487874095113", "NULL", "NULL", "0", "0", "NULL", "NULL", "NULL", "NULL", "NULL", "NULL", "NULL", "4535-014", "Av. Principal 825 Loja A", "NULL", "40.99379556", "-8.5394454", "0"
"61", "Agente Exclusivo ZON Mafra", "", "271", "918093000", "Mafra", "Lisboa", "NULL", "http://www.zon.pt", "https://foursquare.com/v/agente-exclusivo-zon-mafra/5294bf1c498e8bd896a08b7c", "https://twitter.com/ZON_apoio", "https://www.facebook.com/pages/Agente-Exclusivo-ZON-Mafra/587804261298923", "587804261298923", "NULL", "NULL", "0", "0", "NULL", "NULL", "NULL", "NULL", "NULL", "NULL", "NULL", "2640-410", "R. Francisco Augusto Leite,17 Loja G", "NULL", "38.95358955", "-9.334065914", "0"
"62", "Agente Exclusivo ZON Maia", "", "271", "912730277", "Maia", "Porto", "NULL", "http://www.zon.pt", "https://foursquare.com/v/agente-exclusivo-zon-maia/4ecf6f97c2eee2de8e84db49", "https://twitter.com/ZON_apoio", "https://www.facebook.com/pages/Agente-Exclusivo-ZON-Maia/202347846521818", "202347846521818", "NULL", "NULL", "0", "0", "NULL", "NULL", "NULL", "NULL", "NULL", "NULL", "NULL", "4470-334", "Av. D. Manuel II 1941", "NULL", "41.23446391", "-8.620206714", "0"
"63", "Agente Exclusivo ZON Maia Jumbo", "", "271", "224069739", "Maia", "Porto", "NULL", "http://www.zon.pt", "https://foursquare.com/v/agente-exclusivo-zon-maia-jumbo/4ece861dc2eee2de8e65c8e1", "https://twitter.com/ZON_apoio", "https://www.facebook.com/pages/Agente-Exclusivo-ZON-Maia-Jumbo/271120769615148", "271120769615148", "NULL", "NULL", "0", "0", "NULL", "NULL", "NULL", "NULL", "NULL", "NULL", "NULL", "4470-053", "Estrada Nacional 14", "NULL", "41.24887429", "-8.622237146", "0"
"64", "Agente Exclusivo ZON Maia Shopping", "", "271", "929026133", "Águas Santas", "Porto", "NULL", "http://www.zon.pt", "https://foursquare.com/v/agente-exclusivo-zon-maia-shopping/4ece7fe4c2eee2de8e64e6ab", "https://twitter.com/ZON_apoio", "https://www.facebook.com/pages/Agente-Exclusivo-ZON-Maia-Shopping/105537212900664", "105537212900664", "NULL", "NULL", "0", "0", "NULL", "NULL", "NULL", "NULL", "NULL", "NULL", "NULL", "4425-102", "Lugar de Adragães", "NULL", "41.2199535", "-8.562040329", "0"
"65", "Agente Exclusivo ZON Marinha Grande", "", "271", "244045799", "Marinha Grande", "Leiria", "NULL", "http://www.zon.pt", "https://foursquare.com/v/agente-exclusivo-zon-marinha-grande/4ecf7a52c2eee2de8e866710", "https://twitter.com/ZON_apoio", "https://www.facebook.com/pages/Agente-Exclusivo-ZON-Marinha-Grande/216719665076273", "216719665076273", "NULL", "NULL", "0", "0", "NULL", "NULL", "NULL", "NULL", "NULL", "NULL", "NULL", "2430-307", "Av. Dr. José Henrique Vareda 14", "NULL", "39.74572161", "-8.934807032", "0"
"66", "Agente Exclusivo ZON Matosinhos", "", "271", "224082512", "Matosinhos", "Porto", "NULL", "http://www.zon.pt", "https://foursquare.com/v/agente-exclusivo-zon-matosinhos/4ece869ac2eee2de8e65d9bb", "https://twitter.com/ZON_apoio", "https://www.facebook.com/pages/Agente-Exclusivo-ZON-Matosinhos/333479486682236", "333479486682236", "NULL", "NULL", "0", "0", "NULL", "NULL", "NULL", "NULL", "NULL", "NULL", "NULL", "4450-238", "Av. República 698", "NULL", "41.18022861", "-8.6848104", "0"
"67", "Agente Exclusivo ZON Mem Martins", "", "271", "929027125", "Mem Martins", "Lisboa", "NULL", "http://www.zon.pt", "https://foursquare.com/v/agente-exclusivo-zon-mem-martins/4ece93c6c2eee2de8e67abf1", "https://twitter.com/ZON_apoio", "https://www.facebook.com/pages/Agente-Exclusivo-ZON-Mem-Martins/271700652901577", "271700652901577", "NULL", "NULL", "0", "0", "NULL", "NULL", "NULL", "NULL", "NULL", "NULL", "NULL", "2725-231", "R. da Azenha 36", "NULL", "38.79623936", "-9.340310097", "0"
"68", "Agente Exclusivo ZON Mirandela", "", "271", "278991242", "Mirandela", "Bragança", "NULL", "http://www.zon.pt", "https://foursquare.com/v/agente-exclusivo-zon-mirandela/4ecf6fe5c2eee2de8e84e754", "https://twitter.com/ZON_apoio", "https://www.facebook.com/pages/Agente-Exclusivo-ZON-Mirandela/243509689052816", "243509689052816", "NULL", "NULL", "0", "0", "NULL", "NULL", "NULL", "NULL", "NULL", "NULL", "NULL", "5370-589", "R. dos Telheiros", "NULL", "41.49655276", "-7.178543508", "0"
"69", "Agente Exclusivo ZON Moscavide", "", "271", "218257876", "Moscavide", "Lisboa", "NULL", "http://www.zon.pt", "https://foursquare.com/v/agente-exclusivo-zon-moscavide/4ece91f6c2eee2de8e676b39", "https://twitter.com/ZON_apoio", "https://www.facebook.com/pages/Agente-Exclusivo-ZON-Moscavide/281986171863642", "281986171863642", "NULL", "NULL", "0", "0", "NULL", "NULL", "NULL", "NULL", "NULL", "NULL", "NULL", "1990-351", "Av. da Peregrinação,23", "NULL", "38.78013266", "-9.102028012", "0"
"70", "Agente Exclusivo ZON Odivelas", "", "271", "218078524", "Odivelas", "Lisboa", "NULL", "http://www.zon.pt", "https://foursquare.com/v/agente-exclusivo-zon-odivelas/4ece9423c2eee2de8e67b87f", "https://twitter.com/ZON_apoio", "https://www.facebook.com/pages/Agente-Exclusivo-ZON-Odivelas/142008322587348", "142008322587348", "NULL", "NULL", "0", "0", "NULL", "NULL", "NULL", "NULL", "NULL", "NULL", "NULL", "2675-373", "Alameda Infante D. Henrique 3B", "NULL", "38.78844153", "-9.177111089", "0"
"71", "Agente Exclusivo ZON Oliveira de Azeméis", "", "271", "256041064", "Oliveira de Azeméis", "Aveiro", "NULL", "http://www.zon.pt", "https://foursquare.com/v/agente-exclusivo-zon-oliveira-de-azemeis/4ecf7aa3c2eee2de8e867165", "https://twitter.com/ZON_apoio", "https://www.facebook.com/pages/Agente-Exclusivo-ZON-Oliveira-de-Azemeis/157684664334549", "157684664334549", "NULL", "NULL", "0", "0", "NULL", "NULL", "NULL", "NULL", "NULL", "NULL", "NULL", "3720-282", "R. Conde Santiago de Lobão 155", "NULL", "40.84113547", "-8.475434482", "0"
"72", "Agente Exclusivo ZON Paredes", "", "271", "255776785", "Paredes", "Porto", "NULL", "http://www.zon.pt", "https://foursquare.com/v/agente-exclusivo-zon-paredes/4ecf702ac2eee2de8e84f0da", "https://twitter.com/ZON_apoio", "https://www.facebook.com/pages/Agente-Exclusivo-ZON-Paredes/178371445597863", "178371445597863", "NULL", "NULL", "0", "0", "NULL", "NULL", "NULL", "NULL", "NULL", "NULL", "NULL", "4580-129", "R. Dr. José Firmino 9", "NULL", "41.20631366", "-8.330925107", "0"
"73", "Agente Exclusivo ZON Pombal", "", "271", "236030845", "Pombal", "Leiria", "NULL", "http://www.zon.pt", "https://foursquare.com/v/agente-exclusivo-zon-pombal/4ecf7bf9c2eee2de8e869c8f", "https://twitter.com/ZON_apoio", "https://www.facebook.com/pages/Agente-Exclusivo-ZON-Pombal/302088883166655", "302088883166655", "NULL", "NULL", "0", "0", "NULL", "NULL", "NULL", "NULL", "NULL", "NULL", "NULL", "3100-483", "R. de Santa Luzia 79", "NULL", "39.91861336", "-8.628258705", "0"
"74", "Agente Exclusivo ZON Portimão", "", "271", "282045087", "Portimão", "Portimão", "NULL", "http://www.zon.pt", "https://foursquare.com/v/agente-exclusivo-zon-portimao/4ece9376c2eee2de8e67a07b", "https://twitter.com/ZON_apoio", "https://www.facebook.com/pages/Agente-Exclusivo-ZON-Portimao/315821828463473", "315821828463473", "NULL", "NULL", "0", "0", "NULL", "NULL", "NULL", "NULL", "NULL", "NULL", "NULL", "8500-396", "R. Melvin Jones", "NULL", "37.13577312", "-8.542299271", "0"
"75", "Agente Exclusivo ZON Porto Gran Plaza", "", "271", "224044799", "Porto", "Porto", "NULL", "http://www.zon.pt", "https://foursquare.com/v/agente-exclusivo-zon-porto-gran-plaza/4ecf7093c2eee2de8e85010a", "https://twitter.com/ZON_apoio", "https://www.facebook.com/pages/Agente-Exclusivo-ZON-Porto-Gran-Plaza/219780238112882", "219780238112882", "NULL", "NULL", "0", "0", "NULL", "NULL", "NULL", "NULL", "NULL", "NULL", "NULL", "4000-124", "R. Fernandes Tomás 506", "NULL", "41.15004952", "-8.604883254", "0"
"76", "Agente Exclusivo ZON Póvoa de Lanhoso", "", "271", "253050290", "Póvoa Lanhoso", "Braga", "NULL", "http://www.zon.pt", "https://foursquare.com/v/agente-exclusivo-zon-povoa-de-lanhoso/4ec2290030f82a2e142b9b2a", "https://twitter.com/ZON_apoio", "https://www.facebook.com/pages/Agente-Exclusivo-ZON-Povoa-de-Lanhoso/336486043031267", "336486043031267", "NULL", "NULL", "0", "0", "NULL", "NULL", "NULL", "NULL", "NULL", "NULL", "NULL", "4830-513", "Av. da República", "NULL", "41.57969049", "-8.274620636", "0"
"77", "Agente Exclusivo ZON Queluz", "", "271", "218076196", "Queluz", "Lisboa", "NULL", "http://www.zon.pt", "https://foursquare.com/v/agente-exclusivo-zon-queluz/4ece94c7c2eee2de8e67cf4b", "https://twitter.com/ZON_apoio", "https://www.facebook.com/pages/Agente-Exclusivo-ZON-Queluz/374522709243125", "374522709243125", "NULL", "NULL", "0", "0", "NULL", "NULL", "NULL", "NULL", "NULL", "NULL", "NULL", "2745-147", "Av. José Elias Garcia 49A/B", "NULL", "38.7573567", "-9.251602739", "0"
"78", "Agente Exclusivo ZON Ria Shopping Olhão", "", "271", "289047661", "Olhão", "Faro", "NULL", "http://www.zon.pt", "https://foursquare.com/v/agente-exclusivo-zon-ria-shopping-olhao/4ece98b4c2eee2de8e685814", "https://twitter.com/ZON_apoio", "https://www.facebook.com/pages/Agente-Exclusivo-ZON-Ria-Shopping-Olhao/179205255522995", "179205255522995", "NULL", "NULL", "0", "0", "NULL", "NULL", "NULL", "NULL", "NULL", "NULL", "NULL", "8700-179", "Estrada Nacional 125 100", "NULL", "37.03513461", "-7.840563655", "0"
"79", "Agente Exclusivo ZON Santa Maria da Feira I", "", "271", "256040265", "Santa Maria da Feira", "Aveiro", "NULL", "http://www.zon.pt", "https://foursquare.com/v/agente-exclusivo-zon-santa-maria-da-feira-i/4ecf812fc2eee2de8e87548a", "https://twitter.com/ZON_apoio", "https://www.facebook.com/pages/Agente-Exclusivo-ZON-Santa-Maria-da-Feira-I/280668715315573", "280668715315573", "NULL", "NULL", "0", "0", "NULL", "NULL", "NULL", "NULL", "NULL", "NULL", "NULL", "4520-164", "Av. Dr. Francisco Sá Carneiro 84B", "NULL", "40.9243153", "-8.563314378", "0"
"80", "Agente Exclusivo ZON Santa Maria da Feira II", "", "271", "256040263", "Santa Maria da Feira", "Aveiro", "NULL", "http://www.zon.pt", "https://foursquare.com/v/agente-exclusivo-zon-santa-maria-da-feira-ii/4ecf8191c2eee2de8e87618b", "https://twitter.com/ZON_apoio", "https://www.facebook.com/pages/Agente-Exclusivo-ZON-Santa-Maria-da-Feira-II/266661423393778", "266661423393778", "NULL", "NULL", "0", "0", "NULL", "NULL", "NULL", "NULL", "NULL", "NULL", "NULL", "4520-161", "Av. 25 de Abril 18B", "NULL", "40.92713628", "-8.545086086", "0"
"81", "Agente Exclusivo ZON Santo Tirso", "", "271", "929027069", "Santo Tirso", "Porto", "NULL", "http://www.zon.pt", "https://foursquare.com/v/agente-exclusivo-zon-santo-tirso/4ece87f2c2eee2de8e660801", "https://twitter.com/ZON_apoio", "https://www.facebook.com/pages/Agente-Exclusivo-ZON-Santo-Tirso/297615783619141", "297615783619141", "NULL", "NULL", "0", "0", "NULL", "NULL", "NULL", "NULL", "NULL", "NULL", "NULL", "4780-554", "R. Sousa Trepa 12 R/C", "NULL", "41.34094091", "-8.475222588", "0"
"82", "Agente Exclusivo ZON São João da Madeira", "", "271", "256040717", "São João da Madeira", "Porto", "NULL", "http://www.zon.pt", "https://foursquare.com/v/agente-exclusivo-zon-sao-joao-da-madeira/4e12499222713f7d7bd8cc1a", "https://twitter.com/ZON_apoio", "https://www.facebook.com/pages/Agente-Exclusivo-ZON-Sao-Joao-da-Madeira/246074282128094", "246074282128094", "NULL", "NULL", "0", "0", "NULL", "NULL", "NULL", "NULL", "NULL", "NULL", "NULL", "3700-203", "R. Oliveira Júnior 160", "NULL", "40.90055509", "-8.49339053", "0"
"83", "Agente Exclusivo ZON São João da Talha", "", "271", "219942702", "São João da Talha", "Lisboa", "NULL", "http://www.zon.pt", "https://foursquare.com/v/agente-exclusivo-zon-sao-joao-da-talha/4ece9513c2eee2de8e67da6c", "https://twitter.com/ZON_apoio", "https://www.facebook.com/pages/Agente-Exclusivo-ZON-Sao-Joao-da-Talha/231839330224493", "231839330224493", "NULL", "NULL", "0", "0", "NULL", "NULL", "NULL", "NULL", "NULL", "NULL", "NULL", "2695-735", "R. Alfredo Vitorino Costa 32", "NULL", "38.82656127", "-9.10123542", "0"
"84", "Agente Exclusivo ZON São Mamede de Infesta", "", "271", "929027613", "São Mamede de Infesta", "Porto", "NULL", "http://www.zon.pt", "https://foursquare.com/v/agente-exclusivo-zon-sao-mamede-de-infesta/4ece9908c2eee2de8e6863c4", "https://twitter.com/ZON_apoio", "https://www.facebook.com/pages/Agente-Exclusivo-ZON-Sao-Mamede-de-Infesta/181895795245356", "181895795245356", "NULL", "NULL", "0", "0", "NULL", "NULL", "NULL", "NULL", "NULL", "NULL", "NULL", "4465-154", "R. Godinho de Faria 237", "NULL", "41.19449554", "-8.61115694", "0"
"85", "Agente Exclusivo ZON Setúbal", "", "271", "265571181", "Setúbal", "Setúbal", "NULL", "http://www.zon.pt", "https://foursquare.com/v/agente-exclusivo-zon-setubal/4ece955ac2eee2de8e67e454", "https://twitter.com/ZON_apoio", "https://www.facebook.com/pages/Agente-Exclusivo-ZON-Setubal/219513071478527", "219513071478527", "NULL", "NULL", "0", "0", "NULL", "NULL", "NULL", "NULL", "NULL", "NULL", "NULL", "2910-433", "Av. Bento Gonçalves", "NULL", "38.52841903", "-8.882963955", "0"
"86", "Agente Exclusivo ZON Torres Novas", "", "271", "929256359", "Torres Novas", "Santarém", "NULL", "http://www.zon.pt", "https://foursquare.com/v/agente-exclusivo-zon-torres-novas/4ecf84e9c2eee2de8e87db64", "https://twitter.com/ZON_apoio", "https://www.facebook.com/pages/Agente-Exclusivo-ZON-Torres-Novas/300751813299509", "300751813299509", "NULL", "NULL", "0", "0", "NULL", "NULL", "NULL", "NULL", "NULL", "NULL", "NULL", "2350-565", "R. Dr. José Marques Lote 7 R/C Esq", "NULL", "39.47568639", "-8.548771441", "0"
"87", "Agente Exclusivo ZON Trofa", "", "271", "929253253", "Trofa", "Porto", "NULL", "http://www.zon.pt", "https://foursquare.com/v/agente-exclusivo-zon-trofa/4ece885cc2eee2de8e661609", "https://twitter.com/ZON_apoio", "https://www.facebook.com/pages/Agente-Exclusivo-ZON-Trofa/179138815519603", "179138815519603", "NULL", "NULL", "0", "0", "NULL", "NULL", "NULL", "NULL", "NULL", "NULL", "NULL", "4785-324", "R. Infante D. Henrique 88", "NULL", "41.33675412", "-8.565291166", "0"
"88", "Agente Exclusivo ZON Valongo E.Leclerc", "", "271", "913569736", "Valongo", "Porto", "NULL", "http://www.zon.pt", "https://foursquare.com/v/agente-exclusivo-zon-valongo-eleclerc/4ecf8064c2eee2de8e873a24", "https://twitter.com/ZON_apoio", "https://www.facebook.com/pages/Agente-Exclusivo-ZON-Valongo-ELeclerc/225961414148676", "225961414148676", "NULL", "NULL", "0", "0", "NULL", "NULL", "NULL", "NULL", "NULL", "NULL", "NULL", "4440-702", "R. Tristão Vaz Teixeira 260", "NULL", "41.19691746", "-8.511164188", "0"
"89", "Agente Exclusivo ZON Viana do Castelo", "", "271", "258824751", "Viana do Castelo", "Viana do Castelo", "NULL", "http://www.zon.pt", "https://foursquare.com/v/agente-exclusivo-zon-viana-do-castelo/4ece8ae5c2eee2de8e667093", "https://twitter.com/ZON_apoio", "https://www.facebook.com/pages/Agente-Exclusivo-ZON-Viana-do-Castelo/265358823527285", "265358823527285", "NULL", "NULL", "0", "0", "NULL", "NULL", "NULL", "NULL", "NULL", "NULL", "NULL", "4900-330", "Largo de São Domingos 65", "NULL", "41.69169774", "-8.833339065", "0"
"90", "Agente Exclusivo ZON Vila do Conde", "", "271", "224065035", "Vila do Conde", "Porto", "NULL", "http://www.zon.pt", "https://foursquare.com/v/agente-exclusivo-zon-vila-do-conde/4ece8b3ec2eee2de8e667d1e", "https://twitter.com/ZON_apoio", "https://www.facebook.com/pages/Agente-Exclusivo-ZON-Vila-do-Conde/345648158793569", "345648158793569", "NULL", "NULL", "0", "0", "NULL", "NULL", "NULL", "NULL", "NULL", "NULL", "NULL", "4480-649", "R. 5 de Outubro 376", "NULL", "41.35561167", "-8.741531074", "0"
"91", "Agente Exclusivo ZON Vila Nova de Famalicão", "", "271", "252371888", "Vila Nova de Famalicão", "Braga", "NULL", "http://www.zon.pt", "https://foursquare.com/v/agente-exclusivo-zon-vila-nova-de-famalicao/4ece88b6c2eee2de8e662322", "https://twitter.com/ZON_apoio", "https://www.facebook.com/pages/Agente-Exclusivo-ZON-Vila-Nova-de-Famalicao/268839036510088", "268839036510088", "NULL", "NULL", "0", "0", "NULL", "NULL", "NULL", "NULL", "NULL", "NULL", "NULL", "4760-010", "Av. do Brasil 3372", "NULL", "41.41074745", "-8.514900506", "0"
"92", "Agente Exclusivo ZON Vila Real I", "", "271", "259372267", "Vila Real", "Vila Real", "NULL", "http://www.zon.pt", "https://foursquare.com/v/agente-exclusivo-zon-vila-real-i/4ecf70dac2eee2de8e850b8a", "https://twitter.com/ZON_apoio", "https://www.facebook.com/pages/Agente-Exclusivo-ZON-Vila-Real-I/318553108176413", "318553108176413", "NULL", "NULL", "0", "0", "NULL", "NULL", "NULL", "NULL", "NULL", "NULL", "NULL", "5000-625", "R. Miguel Bombarda 140", "NULL", "41.29764733", "-7.741152272", "0"
"93", "Agente Exclusivo ZON Vila Real II", "", "271", "309932024", "Vila Real", "Vila Real", "NULL", "http://www.zon.pt", "https://foursquare.com/v/agente-exclusivo-zon-vila-real-ii/4ecf7155c2eee2de8e851cfa", "https://twitter.com/ZON_apoio", "https://www.facebook.com/pages/Agente-Exclusivo-ZON-Vila-Real-II/225927420815889", "225927420815889", "NULL", "NULL", "0", "0", "NULL", "NULL", "NULL", "NULL", "NULL", "NULL", "NULL", "5000-668", "R. Dr. Roque da Silveira 1", "NULL", "41.29765842", "-7.744268328", "0"
